Place,Parent,MapSheet,UF,BT
Clybucca,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Dangar-Mihi Gorge,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Dorrigo,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Dyamberin,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Ebor,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Glenreagh,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Guyra,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Hillgrove,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Jimmys Point,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Kinchela,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Macksville,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Macleay River,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Nambucca,NSW N Coast ,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
New England,NSW N Coast ,H5606,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
New England,NSW N Coast ,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Orara River,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Scotts Head,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Serpentine River,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Uralla,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Walcha,NSW N Coast,H5610,,"Dorrigo / Coffs Harbour map areas (NSW N Coast SH56-10, SH56-11)"
Hastings map area,NSW N Coast,H5614,,New South Wales North Coast (NSW N Coast SH56)
Barrington,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Burnt Bridge,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Carrai,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Crescent Head,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Greenhill,"Kempsey, NSW N Coast",H5614,,Hastings map area (NSW N Coast SH56-14)
Hastings,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Hat Head,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Kempsey,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Manning River,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Nowendoc,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Port Macquarie,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Purfleet,"Taree, NSW N Coast",H5614,Sunrise Station,Hastings map area (NSW N Coast SH56-14)
Rollands Plains,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Sherwood,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Taree,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Wingham,NSW N Coast,H5614,,Hastings map area (NSW N Coast SH56-14)
Singleton map area,NSW N Coast,I5601,,New South Wales North Coast (NSW N Coast SH56)
Aberdeen,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Bobadeen,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Broke,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Cessnock,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Congewai,NSW N Coast,I5605,,Singleton map area (NSW N Coast SI56-01)
Howes Valley,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Hunter River,NSW N Coast ,I5601,,Singleton map area (NSW N Coast SI56-01)
Hunter River,NSW N Coast ,H5613,,Singleton map area (NSW N Coast SI56-01)
Kurri Kurri,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Merriwa,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Milbrodale,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Muswelbrook,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Narrango,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Paynes Crossing,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Singleton,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Warkworth,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Wollemi National Park,NSW N Coast ,I5601,,Singleton map area (NSW N Coast SI56-01)
Wollemi National Park,NSW N Coast ,I5605,,Singleton map area (NSW N Coast SI56-01)
Wollombi / Yengo,NSW N Coast ,I5601,Yengo,Singleton map area (NSW N Coast SI56-01)
Wollombi / Yengo,NSW N Coast ,I5605,Yengo,Singleton map area (NSW N Coast SI56-01)
Newcastle map area,NSW N Coast,I5602,,New South Wales North Coast (NSW N Coast SH56)
Anna Bay,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Broughton Island,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Dungog,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Gloucester,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Karuah,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Maitland,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Morpeth,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Myall Lakes,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Newcastle,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Port Stephens,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Raymond Terrace,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Tea Gardens,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Ana Branch map area,SW NSW,I5407,,"Southwest New South Wales (SW NSW SI54, SI55)"
Lake Nitchie,SW NSW,I5407,"Nitchie, Lake",Ana Branch map area (SW NSW SI54-07)
Toora,SW NSW,I5407,,Ana Branch map area (SW NSW SI54-07)
Pooncarie map area,SW NSW,I5408,,"Southwest New South Wales (SW NSW SI54, SI55)"
Lake Garnpung,Willandra SW NSW,I5408,"Garnpung, Lake",Pooncarie map area (SW NSW SI54-08)
Lake Mungo / Walls of China,Willandra SW NSW,I5408,"Walls of China;Mungo, Lake",Pooncarie map area (SW NSW SI54-08)
Lake Mulurulu,Willandra SW NSW,I5408,"Mulurulu, Lake",Pooncarie map area (SW NSW SI54-08)
Pooncarie,SW NSW,I5408,,Pooncarie map area (SW NSW SI54-08)
Willandra Lakes,SW NSW,I5408,,Pooncarie map area (SW NSW SI54-08)
Booligal map area,SW NSW,I5505,,"Southwest New South Wales (SW NSW SI54, SI55)"
Mossgiel,SW NSW,I5505,,Booligal map area (SW NSW SI55-05)
Roto,SW NSW,I5505,,Booligal map area (SW NSW SI55-05)
Trida,SW NSW,I5505,,Booligal map area (SW NSW SI55-05)
Wee Elwah,SW NSW,I5505,,Booligal map area (SW NSW SI55-05)
Cargelligo map area,SW NSW,I5506,,"Southwest New South Wales (SW NSW SI54, SI55)"
Euabalong,SW NSW,I5506,,Cargelligo map area (SW NSW SI55-06)
Lake Cargelligo,SW NSW,I5506,"Cargelligo, Lake",Cargelligo map area (SW NSW SI55-06)
Murrin Bridge,SW NSW,I5506,,Cargelligo map area (SW NSW SI55-06)
Forbes map area,SW NSW,I5507,,"Southwest New South Wales (SW NSW SI54, SI55)"
Carrawabbity,SW NSW,I5507,,Forbes map area (SW NSW SI55-07)
Condobolin,SW NSW,I5507,,Forbes map area (SW NSW SI55-07)
Forbes,SW NSW,I5507,,Forbes map area (SW NSW SI55-07)
Gooloogong,SW NSW,I5507,,Forbes map area (SW NSW SI55-07)
Grenfell,SW NSW,I5507,,Forbes map area (SW NSW SI55-07)
Lake Cowal,SW NSW,I5507,"Cowal, Lake",Forbes map area (SW NSW SI55-07)
Murie,"Condobolin, SW NSW",I5507,,Condobolin (SW NSW SI55-07)
Parkes,SW NSW,I5507,,Forbes map area (SW NSW SI55-07)
West Wyalong,SW NSW,I5507,"Wyalong, West",Forbes map area (SW NSW SI55-07)
Bathurst map area,SW NSW,I5508,,"Southwest New South Wales (SW NSW SI54, SI55)"
Bathurst,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Billimari,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Blayney,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Borenore,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Canowindra,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Capertee,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Carcoar,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Cowra,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Cudal,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Cullen Bullen,SW NSW,I5605,,Bathurst map area (SW NSW SI55-08)
Erambie,"Cowra, SW NSW",I5508,,Bathurst map area (SW NSW SI55-08)
Hill End,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Lithgow,SW NSW,I5605,,Bathurst map area (SW NSW SI55-08)
Manildra,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Molong,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Oberon,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Orange,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Wallerawang,SW NSW,I5605,,Bathurst map area (SW NSW SI55-08)
Mildura map area,SW NSW,I5411,,"Southwest New South Wales (SW NSW SI54, SI55)"
Dareton,SW NSW,I5411,,Mildura map area (SW NSW SI54-11)
Devils Elbow,SW NSW,I5411,,Mildura map area (SW NSW SI54-11)
Gol Gol,SW NSW,I5411,,Mildura map area (SW NSW SI54-11)
Lake Victoria,SW NSW ,I5407,"Victoria, Lake",Mildura map area (SW NSW SI54-11)
Lake Victoria,SW NSW ,I5411,"Victoria, Lake",Mildura map area (SW NSW SI54-11)
Mallee Cliffs,SW NSW,I5411,,Mildura map area (SW NSW SI54-11)
Rufus River,SW NSW,I5411,,Mildura map area (SW NSW SI54-11)
Wentworth,SW NSW,I5411,,Mildura map area (SW NSW SI54-11)
Balranald map area,SW NSW,I5412,,"Southwest New South Wales (SW NSW SI54, SI55)"
Balranald,SW NSW,I5412,,Balranald map area (SW NSW SI54-12)
Lake Benanee,SW NSW,I5412,"Benanee, Lake",Balranald map area (SW NSW SI54-12)
Tongo Lake,SW NSW,I5412,Lake Tongo,Balranald map area (SW NSW SI54-12)
Hay map area,SW NSW,I5509,,"Southwest New South Wales (SW NSW SI54, SI55)"
Hay,SW NSW,I5509,,Hay map area (SW NSW SI55-09)
Narrandera map area,SW NSW,I5510,,"Southwest New South Wales (SW NSW SI54, SI55)"
Barellan,SW NSW,I5510,,Narrandera map area (SW NSW SI55-10)
Griffith,SW NSW,I5510,,Narrandera map area (SW NSW SI55-10)
Leeton,SW NSW,I5510,,Narrandera map area (SW NSW SI55-10)
Narrandera,SW NSW,I5510,,Narrandera map area (SW NSW SI55-10)
Sandhills,"Narrandera, SW NSW",I5510,,Narrandera map area (SW NSW SI55-10)
Three Ways,"Griffith, SW NSW",I5510,,Narrandera map area (SW NSW SI55-10)
Warangesda / Darlington Point,SW NSW,I5510,Darlington Point,Narrandera map area (SW NSW SI55-10)
Yenda,SW NSW,I5510,,Narrandera map area (SW NSW SI55-10)
Cootamundra map area,SW NSW,I5511,,"Southwest New South Wales (SW NSW SI54, SI55)"
Ariah Park,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Cootamundra,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Ganmain,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Junee,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Kallara,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Stuart Town,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Temora,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Young,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Swan Hill map area,SW NSW,I5416,,"Southwest New South Wales (SW NSW SI54, SI55)"
Coobool Creek,SW NSW,I5416,,Swan Hill map area (SW NSW SI54-16)
Speewa Island,SW NSW Murray River,I5416,,Swan Hill map area (SW NSW SI54-16)
Tooleybuc,SW NSW,I5416,,Swan Hill map area (SW NSW SI54-16)
Deniliquin map area,SW NSW,I5513,,"Southwest New South Wales (SW NSW SI54, SI55)"
Barham,SW NSW,I5513,,Deniliquin map area (SW NSW SI55-13)
Cummeragunja,SW NSW,I5513,Coomeragunja;Cumeroogunga;Cummeragunga,Deniliquin map area (SW NSW SI55-13)
Deniliquin,SW NSW,I5513,,Deniliquin map area (SW NSW SI55-13)
Maloga,SW NSW,J5501,,Bendigo map area (N Vic SJ55-01)
Moama,SW NSW,J5501,,Bendigo map area (N Vic SJ55-01)
Moonacullah,SW NSW,I5513,,Deniliquin map area (SW NSW SI55-13)
Moulamein,SW NSW,I5513,,Deniliquin map area (SW NSW SI55-13)
Wakool,SW NSW,I5513,,Deniliquin map area (SW NSW SI55-13)
Jerilderie map area,SW NSW,I5514,,"Southwest New South Wales (SW NSW SI54, SI55)"
Bulgandry,SW NSW,I5514,,Jerilderie map area (SW NSW SI55-14)
Corowa,SW NSW,I5514,,Jerilderie map area (SW NSW SI55-14)
Jerilderie,SW NSW,I5514,,Jerilderie map area (SW NSW SI55-14)
Jindera,SW NSW,I5514,,Jerilderie map area (SW NSW SI55-14)
Tocumwal,SW NSW,I5514,,Jerilderie map area (SW NSW SI55-14)
Urana,SW NSW,I5514,,Jerilderie map area (SW NSW SI55-14)
Wagga Wagga map area,SW NSW,I5515,,"Southwest New South Wales (SW NSW SI54, SI55)"
Adelong,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Brucedale,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Brungle,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Gundagai,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Holbrook,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Kaloona,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Talbingo,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Tumbarumba,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Tumut,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Wagga Wagga,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Yarrangobilly,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Sydney map area,NSW,I5605,,New South Wales (NSW)
Blue Mountains,W Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Faulconbridge,Blue Mountains NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Grose River,Blue Mountains NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Jenolan,Blue Mountains NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Katoomba,Blue Mountains NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Leura,Blue Mountains NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Medlow Bath,Blue Mountains NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Bringelly,W Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Gosford,N Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Hawkesbury River area,N Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Arcadia,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Berowra,Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Brisbane Water,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Broken Bay,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Canoelands,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Cattai,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Glossodia,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Ku-Ring-Gai Chase,N Sydney area NSW,I5605,Kuringgai Chase,Hawkesbury River area (N Sydney area NSW SI56-05)
Mangrove Creek,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Maroota,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Richmond,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Woy Woy,N Sydney area NSW,I5605,,Hawkesbury River area (N Sydney area NSW SI56-05)
Lake Macquarie,NSW N Coast,I5605,,Sydney map area (NSW SI56-05)
Swansea,"Lake Macquarie, NSW N Coast",I5605,,Lake Macquarie (NSW N Coast SI56-05)
Toronto,"Lake Macquarie, NSW N Coast",I5605,,Lake Macquarie (NSW N Coast SI56-05)
Penrith / Nepean River,W Sydney NSW,I5605,Nepean River,Sydney map area (NSW SI56-05)
Emu Plains / Lapstone Creek,"Penrith, W Sydney NSW",I5605,Lapstone Creek,Penrith / Nepean River (W Sydney NSW SI56-05)
Mulgoa,"Penrith, W Sydney NSW",I5605,,Penrith / Nepean River (W Sydney NSW SI56-05)
Royal National Park,S Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Curracurrang,"Royal National Park, S Sydney NSW",I5605,,Sydney map area (NSW SI56-05)
Wattamolla,"Royal National Park, S Sydney NSW",I5605,,Sydney map area (NSW SI56-05)
Sydney,NSW,I5605,,Sydney map area (NSW SI56-05)
Angophora Reserve,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Balgowlah,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Balmain,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Balmoral,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Bardens Creek,S Sydney NSW,I5605,,Sydney (NSW SI56-05)
Baulkham Hills,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Blacktown,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Botany Bay,S Sydney NSW,I5605,,Sydney (NSW SI56-05)
Maroubra / Matraville / Malabar,S Sydney NSW,I5605,Matraville;Malabar,Botany Bay (S Sydney NSW SI56-05)
Kurnell,Botany Bay S Sydney NSW,I5605,,Botany Bay (S Sydney NSW SI56-05)
La Perouse,S Sydney NSW,I5605,,Botany Bay (S Sydney NSW SI56-05)
Phillip Bay / Yarra Bay,Botany Bay S Sydney NSW,I5605,,Sydney (NSW SI56-05)
Cabarita,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Cammeray,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Castle Cove,Sydney NSW,I5605,,Sydney (NSW SI56-05)
Chippendale,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Cremorne,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Cronulla,S Sydney NSW,I5605,,Sydney (NSW SI56-05)
Cumberland Plains,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Cumberland Street site,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Darling Mills Creek,Sydney NSW,I5605,,Sydney (NSW SI56-05)
Dee Why,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Gladesville,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Glebe,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Gordon / Pymble,N Sydney NSW,I5605,Pymble,Sydney (NSW SI56-05)
Granville,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Greenwich,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Lewisham,Sydney NSW,I5605,,Sydney (NSW SI56-05)
Lindfield / Roseville,Sydney NSW,I5605,Roseville,Sydney (NSW SI56-05)
Liverpool,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Middle Harbour / Bantry Bay,N Sydney NSW,I5605,Bantry Bay,Sydney (NSW SI56-05)
Mount Druitt,W Sydney NSW,I5605,"Druitt, Mount",Sydney (NSW SI56-05)
Mount Ku-Ring-Gai,N Sydney NSW,I5605,"Ku-Ring-Gai, Mount",Sydney (NSW SI56-05)
Northbridge,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Parramatta,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Pennant Hills,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Pittwater,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Redfern,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Ryde,N Sydney NSW,I5605,,Sydney (NSW SI56-05)
Surry Hills,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Toongabbie,W Sydney NSW,I5605,,Sydney (NSW SI56-05)
Vaucluse,E Sydney NSW,I5605,,Sydney (NSW SI56-05)
Wyee,NSW N Coast,I5605,,Sydney map area (NSW SI56-05)
Wyong,NSW N Coast,I5605,,Sydney map area (NSW SI56-05)
Bigga,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Bungonia,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Crookwell,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Edgerton,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Goulburn,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Hollywood,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Weereewaa / Lake George,S NSW,I5512,"Lake George;George, Lake",Goulburn map area (S NSW SI55-12)
Wombeyan,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Yass,S NSW,I5512,,Goulburn map area (S NSW SI55-12)
Canberra map area,"ACT, S NSW",I5516,,"Canberra / Goulburn / Snowy area (S NSW / ACT SI55, SJ55)"
Brindabella Range,ACT / S NSW,I5516,,Australian Capital Territory (ACT SI55-16)
Canberra,ACT,I5516,,Australian Capital Territory (ACT SI55-16)
Acton,Canberra ACT,I5516,,Canberra (ACT SI55-16)
Gungahlin,Canberra ACT,I5516,,Canberra (ACT SI55-16)
Lanyon,Canberra ACT,I5516,,Canberra (ACT SI55-16)
Parliamentary Triangle,Canberra ACT,I5516,Tent Embassy,Canberra (ACT SI55-16)
Tuggeranong,Canberra ACT,I5516,,Canberra (ACT SI55-16)
Woden,Canberra ACT,I5516,,Canberra (ACT SI55-16)
Molonglo River,ACT,I5516,,Australian Capital Territory (ACT SI55-16)
Namadgi,ACT,I5516,,Australian Capital Territory (ACT SI55-16)
Bogong Creek / Rocks,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Gudgenby,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Hanging Rock,Namadgi / Tidbinbilla ACT,I5516,,Namadgi (ACT SI55-16)
Mount Gingera,Namadgi ACT,I5516,"Gingera, Mount",Namadgi (ACT SI55-16)
Naas River,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Nursery Swamp,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Orroral River,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Rendezvous Creek,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Yankee Hat,Namadgi ACT,I5516,,Namadgi (ACT SI55-16)
Stromlo / Uriarra,ACT,I5516,Uriarra,Australian Capital Territory (ACT SI55-16)
Tidbinbilla,ACT,I5516,,Australian Capital Territory (ACT SI55-16)
Birrigai,Tidbinbilla ACT,I5516,,Tidbinbilla (ACT SI55-16)
Wallaby Rock,Tidbinbilla ACT,I5516,,Tidbinbilla (ACT SI55-16)
Adaminaby,Snowy S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Araluen,S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Bombala,S NSW,J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Braidwood,S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Bredbo,"Monaro, S NSW",I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Bungendore,S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Cooma,"Monaro, S NSW",J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Dalgety,"Monaro, S NSW",J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Delegate,S NSW,J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Eucumbene,Snowy S NSW,J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Jerangle,S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Jindabyne,Snowy S NSW,J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Michelago,S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Mongarlowe,S NSW,I5516,,"Canberra map area (ACT, S NSW SI55-16)"
Nimmitabel,"Monaro, S NSW",J5504,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Queanbeyan,S NSW,I5516,,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Snowy Mountains / Kosciusko National Park,S NSW,I5516,Kosciusko National Park,"Snowy / Monaro / Southern New South Wales area (S NSW SI55-16, SJ55-04)"
Snowy River,"E Vic SJ55-03, NSW Far S Coast SJ55-04, E Vic Gippsland ",J5503,,"Mallacoota map area (E Vic Gippsland SJ55-08);Tallangatta map area (E Vic SJ55-03);Bega map area (NSW Far S Coast SJ55-04);Bairnsdale / Sale map areas (E Vic Gippsland SJ55-07, SJ55-11)"
