000,001,008,035$a,040$a,040$b,040$c,040$e,191$a,491$a,591$w,591$a,670$a 
00273 z  a2200109   4500,XX45432,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45432,AIAS,,,,Channel Island (NT Top End SD52-04),,g,Darwin map area (NT Top End SD52-04),
00259 z  a2200109   4500,XX45434,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45434,AIAS,,,,Clermont (E Qld SF55-11),,g,Clermont map area (E Qld SF55-11),
00250 z  a2200109   4500,XX45437,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45437,AIAS,,,,"Dawson River (SW Qld SG55, SG56)",,g,Queensland (Qld),
00260 z  a2200109   4500,XX45448,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45448,AIAS,,,,Deeral (NE Qld SE55-06),,g,Innisfail map area (NE Qld SE55-06),
00282 z  a2200109   4500,XX45451,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45451,AIAS,,,,Forster / Tuncurry (NSW N Coast SI56-02),,g,Newcastle map area (NSW N Coast SI56-02),
00276 z  a2200109   4500,XX45452,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45452,AIAS,,,,Morphett Creek (North NT SE53-10),,g,Helen Springs map area (North NT SE53-10),
00264 z  a2200109   4500,XX45454,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45454,AIAS,,,,Goyder River (East Arnhem Land NT SD53),,g,Northern Territory (NT),
00263 z  a2200109   4500,XX45455,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45455,AIAS,,,,Hillston (SW NSW SI55-06),,g,Cargelligo map area (SW NSW SI55-06),
00257 z  a2200109   4500,XX45456,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45456,AIAS,,,,Ingleba (SW Qld SG55-16),,g,Surat map area (SW Qld SG55-16),
00347 z  a2200121   4500,XX45459,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45459,AIAS,,,,"MacIntyre River (N NSW SH56, SE Qld SH56)",,g;g,"South East Queensland (SE Qld SG56, SH56);Northern New South Wales (N NSW SH55, SH56)",
00268 z  a2200109   4500,XX45461,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45461,AIAS,,,,Mary River (SE Qld SG56-03),,g,Fraser Island map area (SE Qld SG56-03),
00371 z  a2200121   4500,XX45466,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45466,AIAS,,,,Oenberna / Mount Borradaile (West Arnhem Land NT SD53-01),Mount Borradaile (West Arnhem Land NT SD53-01),g,Alligator River map area (Arnhem Land NT SD53-01),
00289 z  a2200109   4500,XX45468,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45468,AIAS,,,,Nabarlek (West Arnhem Land NT SD53-01),,g,Alligator River map area (Arnhem Land NT SD53-01),
00266 z  a2200109   4500,XX45469,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45469,AIAS,,,,"Nogoa River (E Qld SF55, SG55)",,g,"East Queensland (E Qld SF55, SF56)",
00253 z  a2200109   4500,XX45483,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45483,AIAS,,,,Obley (N NSW SI55-04),,g,Dubbo map area (N NSW SI55-04),
00333 z  a2200121   4500,XX45484,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45484,AIAS,,,,Didthul / Pigeon House Mountain (NSW S Coast SI56-13),Pigeon House Mountain,g,Ulladulla map area (NSW S Coast SI56-13),
00289 z  a2200109   4500,XX45490,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45490,AIAS,,,,Pine Valley (South Central NT SF53-14),,g,Alice Springs map area (South Central NT SF53-14),
00294 z  a2200109   4500,XX45491,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45491,AIAS,,,,Port George IV (WA West Kimberley SD51-16),,g,Prince Regent map area (WA West Kimberley SD51-16),
00285 z  a2200109   4500,XX45494,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45494,AIAS,,,,Tyrer Islands (WA West Kimberley SE51-03),,g,Yampi map area (WA West Kimberley SE51-03),
00288 z  a2200109   4500,XX45964,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX45964,AIAS,,,,Frazier Downs (WA West Kimberley SE51-10),,g,Lagrange map area (WA West Kimberley SE51-10),
00275 z  a2200109   4500,XX46115,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46115,AIAS,,,,Gurlanda (SE Central NT SF53-11),,g,Huckitta map area (SE Central NT SF53-11),
00320 z  a2200109   4500,,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46312,AIAS,,,,Muri / Mount Adolphus Island (Qld TSI SC54-12),Mount Adolphus Island (Qld TSI SC54-12),g,Cape York map area (Qld TSI SC54-12),
00286 z  a2200109   4500,XX46506,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46506,AIAS,,,,Kelly Hills (South Central NT SG52-08),,g,Ayers Rock map area (South Central NT SG52-08),
00326 z  a2200121   4500,XX46705,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46705,AIAS,,,,Mount Yengo (NSW N Coast SI56-01),"Yengo, Mount (NSW N Coast SI56-01)",g,Singleton map area (NSW N Coast SI56-01),
00262 z  a2200109   4500,XX46706,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46706,AIAS,,,,"Pigeon Creek (SE Qld SF54, SF55, SG55, SG56)",,g,Queensland (Qld),
00288 z  a2200109   4500,XX46791,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46791,AIAS,,,,Henderson Range (Qld SE Cape York SD55-13),,g,Cooktown map area (Qld SE Cape York SD55-13),
00289 z  a2200109   4500,XX46834,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46834,AIAS,,,,Walkura-pulanha / Beresford Hill (West SA SH53-08),,g,Curdimurka map area (West SA SH53-08),
00275 z  a2200109   4500,XX46856,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46856,AIAS,,,,Malbon Thompson Range (NE Qld SE55-06),,g,Innisfail map area (NE Qld SE55-06),
00303 z  a2200109   4500,XX46961,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX46961,AIAS,,,,Mud Cod Bay (Groote Eylandt NT Gulf Islands SD53-08),,g,"Groote Eylandt (NT Gulf Islands SD53-07, SD53-08)",
00273 z  a2200109   4500,XX47471,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47471,AIAS,eng,AIAS,,Bollon (SW Qld SH55-03),,g,Dirranbandi map area (SW Qld SH55-03),
00270 z  a2200109   4500,XX47472,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47472,AIAS,eng,AIAS,,Tarampa (SE Qld SG56-14),,g,Ipswich map area (SE Qld SG56-14),
00283 z  a2200109   4500,XX47539,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47539,AIAS,eng,AIAS,,Turlinjah (NSW S Coast SJ55-04),,g,Bega map area (NSW Far S Coast SJ55-04),
00288 z  a2200109   4500,XX47568,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47568,AIAS,,,,Mount Barnett (WA West Kimberley SE51-04),,g,Charnley map area (WA West Kimberley SE51-04),
00261 z  a2200109   4500,XX47629,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47629,AIAS,,,,Lake Bolac (W Vic SJ54-08),,g,Ballarat map area (W Vic SJ54-08),
00260 z  a2200109   4500,XX47630,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47630,AIAS,,,,Rokewood (W Vic SJ54-08),,g, Ballarat map area (W Vic SJ54-08),
00280 z  a2200109   4500,XX47631,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47631,AIAS,,,,Umbrawarra Gorge (NT Top End SD52-08),,g, Pine Creek Map Area (NT Top End SD52-08),
00260 z  a2200109   4500,XX47814,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47814,AIAS,,,,Plenty River (Vic SJ55-05),,g,Melbourne Map Area (Vic SJ55-05),
00277 z  a2200109   4500,XX47959,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47959,AIAS,,,,Bunyip (E Vic Gippsland SJ55-10),,g,Warragul Map Area (E Vic Gippsland SJ55-10),
00257 z  a2200109   4500,XX47960,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47960,AIAS,,,,Berwick (Vic SJ55-09),,g,Queenscliff Map Area (Vic SJ55-09),
00258 z  a2200109   4500,XX47961,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47961,AIAS,,,,Pakenham (Vic SJ55-09),,g,Queenscliff Map Area (Vic SJ55-09),
00292 z  a2200109   4500,XX47995,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47995,AIAS,,,,Mushroom Rock (Laura Qld SE Cape York SD55-13),,g,Cooktown map area (Qld SE Cape York SD55-13),
00261 z  a2200109   4500,XX47996,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47996,AIAS,,,,Aloomba (NE Qld SE55-06),,g,Innisfail map area (NE Qld SE55-06),
00277 z  a2200109   4500,XX47997,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX47997,AIAS,eng,AIAS,rda,Abergowrie (NE Qld SE55-10),,g,Ingham map area (NE Qld SE55-10),
00276 z  a2200109   4500,XX48171,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48171,AIAS,,,,Campbell Spring (Central NT SE52-07),,g,Limbunya map area (Central NT SE52-07),
00411 z  a2200133   4500,XX48237,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48237,AIAS,,,,Yintjingga / Port Stewart (Qld SE Cape York SD54-12),"Port Stewart (Qld SE Cape York SD54-12);Stewart, Port (Qld SE Cape York SD54-12)",g,Ebagoola map area (Qld SE Cape York SD54-12),
00276 z  a2200109   4500,XX48273,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48273,AIAS,,,,Hooley (WA East Pilbara SF50-07),,g,Pyramid map area (WA East Pilbara SF50-07),
00304 z  a2200109   4500,XX48286,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48286,AIAS,,,,Mitchell River (E Vic Gippsland SJ55-07),,g,"Bairnsdale / Sale map areas (E Vic Gippsland SJ55-07, SJ55-11)",
00264 z  a2200109   4500,XX48499,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48499,AIAS,,,,Kangaroo Lake (SW NSW SI54-04),,g,Manara map area (NW NSW SI54-04),
00288 z  a2200109   4500,XX48531,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48531,AIAS,,,,Harding Range (WA West Kimberley SE51-04),,g,Charnley map area (WA West Kimberley SE51-04),
00275 z  a2200109   4500,XX48678,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48678,AIAS,,,,Woolloongabba (Brisbane SE Qld SG56-15),,g,Brisbane map area (SE Qld SG56-15),
00290 z  a2200109   4500,XX48927,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48927,AIAS,,,,"Lynd River (NE Qld SE54-04, SD54-08, SE55-05, SE55-09)",,g,Northeast Queensland (NE Qld SE55),
00265 z  a2200109   4500,XX48938,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48938,AIAS,,,,"Attack Creek (North NT SE53, SE53)",,g,Northern Territory - North NT,
00273 z  a2200109   4500,XX48958,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX48958,AIAS,,,,Birrindudu (Central NT SE52-11),,g,Birrindudu map area (Central NT SE52-11),
00299 z  a2200109   4500,XX49092,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX49092,AIAS,,,,"Dick Creek (Victoria River, North NT SD52-15)",,g,"Auvergne map area (Victoria River, North NT SD52-15)",
00281 z  a2200109   4500,XX49093,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX49093,AIAS,,,,Ginger Creek (North NT SE52-03),,g,"Waterloo map area (Central NT, North NT SE52-03)",
00282 z  a2200109   4500,XX49094,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX49094,AIAS,,,,Old Art Creek (North NT SE52-03),,g,"Waterloo map area (Central NT, North NT SE52-03)",
00263 z  a2200109   4500,XX49242,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX49242,AIAS,,,,Berajondo (SE Qld SG56-02),,g,Bundaberg map area (SE Qld SG56-02),
00266 z  a2200109   4500,XX49255,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX49255,AIAS,,,,Kanyaka (NT Top End SD52-04),,g,Darwin map area (NT Top End SD52-04),
00284 z  a2200109   4500,XX49927,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX49927,AIAS,,,,Watson River (Qld NW Cape York SD54-07),,g,Aurukun map area (Qld NW Cape York SD54-07),
00302 z  a2200109   4500,XX50087,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50087,AIAS,eng,AIAS,,Warakurna (Central WA Warburton SG52-02),,g,Rawlinson map area (Central WA Warburton SG52-02),
00267 z  a2200109   4500,XX50490,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50490,AIAS,,,,Andrewilla (NE SA SG54-09),,g, Pandie-Pandie map area (NE SA SG54-09),
00286 z  a2200109   4500,XX50491,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50491,AIAS,,,,Bamboo Springs (WA East Pilbara SF50-12),,g, Roy Hill Map Area (WA East Pilbara SF50-12),
00295 z  a2200109   4500,XX50492,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50492,AIAS,,,,Baroalba (West Arnhem Land NT SD53-01),,g, Alligator River map area (West Arnhem Land NT SD53-01),
00269 z  a2200109   4500,XX50493,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50493,AIAS,,,,Beechal Creek (SW Qld SH55-02),,g, Cunnamulla Map Area (SW Qld SH55-02),
00281 z  a2200109   4500,XX50494,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50494,AIAS,,,,Bellary (WA West Pilbara SF50-11),,g,Mount Bruce Map Area (WA West Pilbara SF50-11),
00273 z  a2200109   4500,XX50495,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50495,AIAS,,,,Berry Springs (NT Top End SD52-04),,g, Darwin Map Area (NT Top End SD52-04),
00292 z  a2200109   4500,XX50515,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50515,AIAS,,,,Beverley Springs (WA West Kimberley SE51-04),,g, Charnley Map Area (WA West Kimberley SE51-04),
00263 z  a2200109   4500,XX50516,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50516,AIAS,,,,Blair Athol (E Qld SF55-11),,g, Clermont Map Area (E Qld SF55-11),
00289 z  a2200109   4500,XX50517,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50517,AIAS,,,,Blyth Range (SA Central Australia SG52-11),,g, Mann Map Area (SA Central Australia SG52-11),
00258 z  a2200109   4500,XX50521,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50521,AIAS,,,,Bookara (SW WA SH50-05),,g, Dongara Map Area (SW WA SH50-05),
00263 z  a2200109   4500,XX50522,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50522,AIAS,,,,Bramble Cay (Qld TSI SC54-08),,g, Daru Map Area (Qld TSI SC54-08),
00283 z  a2200109   4500,XX50523,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50523,AIAS,,,,Chester River (Qld NW Cape York SD54-08),,g, Coen Map area (Qld NW Cape York SD54-08),
00294 z  a2200109   4500,XX50524,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50524,AIAS,,,,Chinamans Garden (WA East Kimberley SE52-06),,g,Dixon Range map area (WA East Kimberley SE52-06),
00272 z  a2200109   4500,XX50525,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50525,AIAS,,,,Cluny (Qld Far West SG54-02),,g, Machattie Map Area (Qld Far West SG54-02),
00281 z  a2200109   4500,XX50527,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50527,AIAS,,,,"Comet River (E Qld SF55-15, SF55-16, SG55-04)",,g,"East Queensland (E Qld SF55, SF56)",
00265 z  a2200109   4500,XX50529,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50529,AIAS,,,,Falcon Island (NE Qld SE55-10),,g, Ingham map area (NE Qld SE55-10),
00268 z  a2200109   4500,XX50532,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50532,AIAS,,,,Fitzroy River (E Qld SF56-13),,g, Rockhampton Map Area (E Qld SF56-13),
00292 z  a2200109   4500,XX50533,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50533,AIAS,,,,Fork Creek (WA East Kimberley SD52-14),,g, Cambridge Gulf Map Area (WA East Kimberley SD52-14),
00258 z  a2200109   4500,XX50534,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50534,AIAS,,,,Galong (S NSW SI55-12),,g, Goulburn Map area (S NSW SI55-12),
00267 z  a2200109   4500,XX50535,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50535,AIAS,,,,Germein Point (West SA SI53-08),,g,Whyalla map area (West SA SI53-08),
00258 z  a2200109   4500,XX50536,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50536,AIAS,,,,Gilgai (N NSW SH56-05),,g, Inverell Map Area (N NSW SH56-05),
00274 z  a2200109   4500,XX50538,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50538,AIAS,,,,Goodradigbee River (S NSW SI55-16),,g,"Canberra map area (ACT, S NSW SI55-16)",
00276 z  a2200109   4500,XX50820,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX50820,AIAS,,,,Greenwell Point (NSW S Coast SI56-09),,g,Shoalhaven area (NSW S Coast SI56-09),
00269 z  a2200109   4500,XX51777,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51777,AIAS,eng,AIAS,,Nabawa (SW WA SH50-01),,g,Geraldton map area (SW WA SH50-01),
00261 z  a2200109   4500,XX51778,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51778,AIAS,,,,Oakabella (SW WA SH50-01),,g,Geraldton map area (SW WA SH50-01),
00270 z  a2200109   4500,XX51779,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51779,AIAS,,,,Nanutarra (WA West Pilbara SF50-09),,g,"West Pilbara area (WA SF50, SF51)",
00290 z  a2200109   4500,XX51780,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51780,AIAS,,,,Narryer (WA Gascoyne / Murchison SG50-10),,g,Byro map area (WA Gascoyne / Murchison SG50-10),
00273 z  a2200109   4500,XX51781,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51781,AIAS,eng,AIAS,,Natal Downs (E Qld SF55-06),,g,Buchanan map area (E Qld SF55-06),
00262 z  a2200109   4500,XX51784,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51784,AIAS,,,,Pialba (SE Qld SG56-06),,g,Maryborough map area (SE Qld SG56-06),
00271 z  a2200109   4500,XX51788,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51788,AIAS,eng,AIAS,,Ogmore (E Qld SF55-12),,g,St Lawrence map area (E Qld SF55-12),
00292 z  a2200109   4500,XX51793,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51793,AIAS,eng,AIAS,,Ooraminna (South Central NT SG53-02),,g,Rodinga map area (South Central NT SG53-02),
00280 z  a2200109   4500,XX51803,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51803,AIAS,eng,AIAS,,Port Dalrymple (NE Tas SK55-04),,g,Launceston map area (NE Tas SK55-04),
00277 z  a2200109   4500,XX51804,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51804,AIAS,eng,AIAS,,Port Germein (West SA SI53-08),,g,Whyalla map area (West SA SI53-08),
00265 z  a2200109   4500,XX51808,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51808,AIAS,,,,Strathmerton (N Vic SI55-13),,g,Deniliquin map area (N Vic SI55-13),
00301 z  a2200109   4500,XX51811,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51811,AIAS,eng,AIAS,,Tarawera Bore (South Central NT SF52-16),,g,Mount Liebig map area (South Central NT SF52-16),
00278 z  a2200109   4500,XX51813,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51813,AIAS,eng,AIAS,,Thevenard (West SA SI53-02),,g,Streaky Bay map area (West SA SI53-02),
00304 z  a2200109   4500,XX51829,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51829,AIAS,,,,Wellington Range (West Arnhem Land NT SC53-13),,g,Cobourg Peninsula map area (West Arnhem Land NT SC53-13),
00301 z  a2200109   4500,XX51831,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51831,AIAS,eng,AIAS,,Weymouth Bay (Qld NE Cape York SD54-04),,g,Cape Weymouth map area (Qld NE Cape York SD54-04),
00286 z  a2200109   4500,XX51845,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51845,AIAS,,,,Windsor (N Sydney area NSW SI56-05),,g,Hawkesbury River area (N Sydney area NSW SI56-05),
00259 z  a2200109   4500,XX51846,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51846,AIAS,,,,Witchelina (NE SA SH54-05),,g,Marree map area (NE SA SH54-05),
00302 z  a2200109   4500,XX51847,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51847,AIAS,eng,AIAS,,Woody Island (NT Gulf Islands SD53-07),,g,Blue Mud Bay map area (East Arnhem Land NT SD53-07),
00310 z  a2200109   4500,XX51848,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51848,AIAS,eng,AIAS,,Woorana Waterhole (SA Central Australia SG53-16),,g,Noolyeana map area (SA Central Australia SG53-16),
00287 z  a2200109   4500,XX51849,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51849,AIAS,,,,Peake (North West Central SA SH53-03),,g,Warrina map area (North West Central SA SH53-03),
00306 z  a2200109   4500,XX51850,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51850,AIAS,eng,AIAS,,Denison Range (North West Central SA SH53-03),,g,Warrina map area (North West Central SA SH53-03),
00291 z  a2200109   4500,XX51851,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51851,AIAS,,,,Hanover Bay (WA West Kimberley SD51-16),,g,Prince Regent map area (WA West Kimberley SD51-16),
00257 z  a2200109   4500,XX51852,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX51852,AIAS,,,,Harrow (W Vic SJ54-07),,g,Hamilton map area (W Vic SJ54-07),
00340 z  a2200121   4500,XX52343,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX52343,AIAS,,,,Mallingbarr / Kennedy Hill (Broome WA SE51-06),Kennedy Hill (Broome WA SE51-06),g,Broome map area (WA West Kimberley SE51-06),
00293 z  a2200109   4500,XX53022,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX53022,AIAS,,,,Leopold Downs (WA West Kimberley SE51-08),,g,Lennard River map area (WA West Kimberley SE51-08),
00291 z  a2200109   4500,XX54745,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX54745,AIAS,,,,Levi Range (South Central NT SG53-01),,g,Intjartnama / Injarrtnama (Henbury map area SG53-01),
00265 z  a2200109   4500,XX55040,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55040,AIAS,,,,Pearl Beach (N Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00259 z  a2200109   4500,XX55041,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55041,AIAS,,,,Hornsby (Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00266 z  a2200109   4500,XX55045,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55045,AIAS,,,,Boat Harbour (S Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00259 z  a2200109   4500,XX55049,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55049,AIAS,,,,Asquith (Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00265 z  a2200109   4500,XX55050,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55050,AIAS,,,,Yellow Rock (S Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00271 z  a2200109   4500,XX55051,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55051,AIAS,eng,AIAS,,Linden (W Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00264 z  a2200109   4500,XX55052,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55052,AIAS,,,,Palm Beach (N Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00264 z  a2200109   4500,XX55053,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55053,AIAS,,,,Yarramalong (NSW N Coast SI56-05),,g,Sydney map area (NSW SI56-05),
00274 z  a2200109   4500,XX55054,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55054,AIAS,eng,AIAS,,St Albans (N Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00263 z  a2200109   4500,XX55055,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55055,AIAS,,,,Narrabeen (N Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
00320 z  a2200121   4500,XX55056,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55056,AIAS,,,,Wianamatta / South Creek (N Sydney NSW SI56-05),South Creek (N Sydney NSW SI56-05),g,Sydney (NSW SI56-05),
00273 z  a2200109   4500,XX55057,000000\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX55057,AIAS,eng,AIAS,,Terrigal (N Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),
